ret1
2.97249165
-0.41525265
-2.531626187
2.339221526
-0.715064582
-2.342980283
-1.930516038
-1.348082704
2.513119405
1.012147366
-1.009229278
1.009229278
2.150437328
0.846323759
0.561622539
0.138976147
-0.420490957
0.559265913
0
-2.392525555
2.272034858
0
-1.301972889
0
-2.192118154
1.716652423
1.958940408
-0.065952435
-0.527840926
1.313967295
0.1949863
1.115888833
-0.065306952
-0.392953685
1.178873191
1.939427873
1.836150931
4.401702208
-1.435526818
2.893264819
0.71604167
2.049676582
-0.872277025
-1.418287259
-1.567161203
2.99245759
-0.35400653
-0.713487226
1.60095334
0
1.341564963
-1.042264891
-1.004486418
-1.684674482
0.060379067
-1.367799594
-0.900807062
-3.321295009
2.927089799
2.997719182
0.34773354
-1.641222086
3.710792232
-1.301037074
-0.060691499
0.663921821
-1.594189642
0.804729917
2.616605449
-0.241136565
0.180975612
-1.258707023
-1.027555956
-2.955935582
-3.045685619
1.02547307
-0.191726676
-1.929390099
2.412944936
-0.625321187
-1.382812415
0.315321538
1.821334108
-0.783864734
-2.251296522
-0.061418603
-0.182349865
2.531655482
1.186388331
-2.504479579
0.719940392
-2.426809451
-0.238263857
0.292963739
-1.473748527
0.299098289
0.537468009
-0.952223943
-0.7234125
-0.429435554
-2.472310672
-2.777150261
1.745899821
3.445536414
-0.118713356
-1.606003086
-4.24524556
-7.747501901
11.02629985
-1.765406472
-0.715140116
0.127143389
2.49078773
0.800271588
0.243633226
-1.534434058
0.503715854
-3.086865769
0.887727129
-1.794840657
1.652939764
1.551290324
0.484201058
-1.518312299
1.036252821
0.658438593
0.296401292
-1.742328245
3.073547069
2.071289602
0.343074941
2.302884745
-1.233798631
-0.113107465
-1.250634233
2.48021254
0
-1.013901297
-2.720947936
-1.344120088
-2.581745352
-0.617518511
2.56283974
-2.898937004
-2.163962758
2.855552483
-2.110461702
-3.792858781
-1.0039313
2.300337908
-0.121496105
-0.544006757
0.599291756
1.070870063
0.825707787
-0.118881983
-0.716893788
0.66200547
-4.159516113
1.890534778
1.542003842
-0.848965985
0.241816106
0.119306841
2.985216754
-0.124679265
-0.439122861
-0.627992238
-1.140045562
-0.258552545
-0.128693544
1.216677423
0.443857984
0.560959952
-0.751930427
-0.822909946
0.440514206
-1.1412166
-0.127414743
2.82763264
1.040190618
0.9766648
-0.304931059
-1.036109367
0.732565399
-0.242908841
-0.364584888
-0.54533102
-0.121824278
2.586586696
0.713402152
-0.358268645
-2.183113209
2.102672765
-2.985422861
-1.255538995
-1.013801856
-1.034786386
0.128232048
1.268793895
1.065331872
-1.246928617
1.555418898
-0.432861589
0.927244718
1.161083049
-0.91424492
-0.184706369
1.215110624
0.948004516
-0.770580803
-0.835011178
-0.843796729
-0.120212682
0.540094582
1.427941215
-0.891422407
-0.235469884
-1.009913315
-0.238845621
0.707513791
-2.254056841
1.1834744
2.537838173
-1.438775914
0.290583178
2.966576776
3.448600719
-2.792894854
2.586215974
0.53391679
-0.809617753
-0.37729792
-0.108307116
-0.161611844
0.805270661
-0.427866608
0.959566382
-0.637843478
-0.319650035
2.585254651
-0.730670568
1.156046424
1.342261177
1.956475345
-0.548637083
-0.100247672
-0.498739486
-1.407016703
0.101160371
-1.374492131
-1.12992131
0.782775453
-0.156160098
-2.573039726
-0.159746566
-1.396328189
-1.848828837
1.574056549
1.803948788
0.052496822
0.209857174
-1.271405601
-1.284776816
0.323092589
-2.093677613
-1.690129258
0
-0.172291335
-2.443592252
1.749264859
1.578338349
0.111666077
-0.055695355
0.554615851
0
0.600707995
0.644451708
-1.186601158
-1.147708407
0.219773737
1.092874552
1.995275636
0.211186746
0.735661031
-0.104435437
-1.905002331
1.061789871
1.361237162
0.823024953
-0.097510397
1.134492358
-2.638972255
-1.299330322
1.404194193
-0.645512275
-0.146548109
3.626241677
-0.564424906
-0.937186099
-5.512962151
1.368502839
1.504428751
-2.012714776
0.772919011
1.865632042
-0.584093211
-1.083654583
-0.992143813
0
1.465691909
0.33722725
-1.116392245
0.293618284
0.438499484
-0.533693178
2.808841485
-2.755966344
-2.169058532
-8.812122157
4.27674264
-0.414296617
2.494829157
-2.584073536
0.797181843
-1.805504008
0.306752965
4.185047302
0.87486541
0.772172551
0.383861786
-0.590058881
-1.640563591
6.496109619
-1.263996704
2.540307514
-0.762966952
2.656594318
-0.652814232
-1.744155199
-1.735639661
0.24946854
0.552184276
-2.868932782
-3.905898616
1.040667612
2.251909597
2.284186119
0.574582137
-1.787982734
2.129821832
4.879026782
-0.778564187
3.189154039
-1.974950882
1.812155643
1.286407034
0.043983111
1.230833142
-0.431997371
1.074565641
0.505551934
-0.671115419
-0.042136211
-0.760475938
-0.673942583
0.884857715
0.71104149
0.413716817
3.340380265
0.079690238
0.75502019
0.27836925
0.47160511
-0.866375106
0.591339112
-0.58947958
0.783664755
3.396495939
-0.151198469
0.979210619
2.005202144
-2.762300318
3.825074044
-0.891858871
-2.863796535
-0.228004817
1.658662053
0
0.814712787
-2.580142721
2.409673121
-2.201190282
0.913238931
-1.509559831
0.37705597
2.920077714
2.76660384
2.640875761
1.257909152
1.710627879
1.463724298
-0.79839873
-0.066848258
-1.279907846
-1.087006447
3.556178308
-0.82451611
1.190008999
-1.816192198
0.132211226
-2.632950206
1.356807585
-1.647239887
1.463847649
2.36850653
-0.256640101
-0.316741439
-2.3368257
-0.137137631
1.015341207
-4.656834171
-0.453715131
2.521384031
-2.608244558
-1.578627082
-0.35598165
-3.263527833
-2.638092218
0
-2.577804599
3.848007348
4.731973699
-2.005758982
-1.438845704
0
1.299631864
-1.589597735
3.24856197
-0.598607585
-1.994329617
0.940314002
-0.733664426
-0.666083441
-1.626187735
-1.043987168
-1.451375757
2.555093428
0.139857513
1.277474678
-0.068845535
0.273780174
-2.599377675
1.557286409
-0.550955303
-0.803965108
0.070396408
-4.672216014
-1.005472878
-0.977800736
0.889044859
-0.400584728
0.764402333
1.629476976
0.878957012
-1.539539363
-0.176474194
2.721047939
-0.06828143
1.349521425
0.536183768
0.369603174
-0.033988209
-2.198003128
-1.864016351
-0.979695353
-4.096792116
-2.443781219
1.633431515
1.244045537
-1.403953374
3.243608294
2.472192154
0
-2.051933885
-0.091572387
0.329254989
2.022636521
-0.117852857
0
-1.246715019
2.800716883
0.630837775
0.226495458
1.959217391
5.001044995
-0.936022325
0.633686184
0.104874299
-1.001889806
-1.173945384
-1.025687468
-2.890860885
-0.591652676
5.771871199
-0.590969804
0
-1.440559753
1.773966411
-1.428562982
2.068615615
1.990708984
-2.748642717
0.321020205
-0.54082167
-0.653938419
-0.32414189
-1.392599014
0.675428487
0.783012297
0.46697462
1.514494104
-0.404440269
0.560841201
-0.457831558
-0.152222088
-1.165962017
1.312570489
3.49356527
0.766377471
1.045115526
-1.138505431
1.374018242
1.12568926
2.487507018
0.272473455
1.553318886
-0.771084658
-1.230386734
-0.091698975
-1.383116282
-2.882085059
1.169576987
-2.982371949
0.653146214
-0.506831873
0.995009645
1.570162608
-0.695465828
-0.198703898
-1.421311188
-2.787931872
-1.257967411
2.621580638
1.222054115
-1.16964015
-1.816815947
2.618882383
-2.144079264
0.507824071
1.882195872
0
-3.568283053
-0.759673934
-2.133190302
1.36532944
-1.120775233
0.306945217
0.254435995
-0.803208087
-0.858805132
0.150659673
1.285180968
-0.495247969
0.376651166
2.395883232
-0.572048561
1.683862153
-1.834944204
-1.68543908
0.989428815
-1.551136037
-1.526729164
-4.674712246
2.825356943
-1.270111963
-1.584958206
-4.409537417
3.666297961
-2.904597441
0.405732433
-1.652057478
0
-2.722679047
1.576457532
0
-2.537001552
-2.335625092
-1.312974985
0.658580744
-3.571891338
-5.328322491
0.468445468
1.341561323
-0.930228302
0.116769291
-1.507208596
-2.173972047
-0.332158616
-0.39872294
0.656538248
-2.652570022
0.461954314
1.280448275
-1.792708787
-2.022875155
-1.576812245
-3.091590048
-2.732455838
3.727927622
-1.523670956
2.478886082
-2.59764351
-0.130283249
-2.038940993
0
-1.727636789
4.16724522
4.86696455
2.226182742
-2.559704029
-0.477291357
-0.888893557
-0.71722294
-0.604686722
0.834366565
1.751987842
1.860829131
2.620283361
-0.32100322
1.725642291
-6.094903874
-2.379662686
1.445337963
-0.854461815
-0.698436405
1.093647108
-0.622943831
0.132435676
1.486605983
-1.721211999
-0.459208067
0.056895433
0.227902944
-1.310151381
-0.858373264
-1.209446131
3.119338614
-1.714225693
2.675541952
-3.448596704
-3.250555192
0.637692848
0.949803049
-0.104539849
-1.416926188
-1.091178563
-3.345073097
3.35052981
-3.306183242
-0.308143154
-0.308143154
2.013813309
-1.961396652
-3.88824804
-1.058782687
0.782630294
-2.136075734
1.330295362
1.830943735
-2.191908444
-1.629582962
1.590695935
-1.374950656
1.214051235
-3.146075939
0.053864605
1.072967787
-0.645855661
0.21436158
-2.415037086
-0.896863609
-1.596378963
1.538924429
-1.721206231
-0.119545259
-2.700423194
-1.730567499
2.578401044
0.696864203
-6.457616652
-3.114011501
3.106569445
1.398618703
-2.231440184
3.484247642
0.80878231
-0.466199479
0
1.603693699
2.469251917
0.607566577
-0.218578517
-0.540832229
4.449870789
1.488966967
-2.618580699
-2.745565615
3.207713392
-3.527324301
1.652924439
-0.257532084
3.666385849
-0.609136855
-0.304104618
-2.126655167
-1.867267641
-5.035861002
-1.680705484
-4.481383993
7.419363336
-0.670391047
-4.424452812
